gene_a,gene_b,source,target,merged_sign,sign_conflict,direction_conflict,supporting_layers,n_supporting_layers,layer_evidence_type,tier,citation
MAP2K6,MAPK14,MAP2K6,MAPK14,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,"Raghunath-ref[67]:Xu Y, Fisher GJ: Ultraviolet (UV) light irradiation induced;Raghunath-ref[67]:Xu Y, Fisher GJ: Ultraviolet (UV) light irradiation induced ;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)"
MAP2K7,MAPK8,MAP2K7,MAPK8,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,"NetProTM (Molecular Connections curated interaction DB); Raghunath-ref[67]:Xu Y, Fisher GJ: Ultraviolet (UV) light irradiation induced;Raghunath-ref[67]:Xu Y, Fisher GJ: Ultraviolet (UV) light irradiation induced ;NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)"
MAP2K4,MAP3K1,MAP3K1,MAP2K4,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP2K7,MAP3K1,MAP3K1,MAP2K7,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CHUK,MAP3K14,MAP3K14,CHUK,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP2K3,MAP3K5,MAP3K5,MAP2K3,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11029458;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP2K4,MAP3K5,MAP3K5,MAP2K4,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11029458;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP2K6,MAP3K5,MAP3K5,MAP2K6,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11029458;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP2K7,MAP3K5,MAP3K5,MAP2K7,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAP3K1,MAP4K2,MAP4K2,MAP3K1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ATF2,MAPK1,MAPK1,ATF2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ELK1,MAPK1,MAPK1,ELK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
FOS,MAPK1,MAPK1,FOS,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15964692;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAPK1,RPS6KA1,MAPK1,RPS6KA1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:19847192;PMID:19847192;NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ATF2,MAPK14,MAPK14,ATF2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11244091;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
BCL2L1,MAPK14,MAPK14,BCL2L1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15292226;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CASP3,MAPK14,MAPK14,CASP3,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:10233770;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CREB1,MAPK14,MAPK14,CREB1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11841550;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ELK1,MAPK14,MAPK14,ELK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
FOS,MAPK14,MAPK14,FOS,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:14511403; PMID:15964692;PMID:15964692;PMID:14511403;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ATF2,MAPK3,MAPK3,ATF2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ELK1,MAPK3,MAPK3,ELK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
FOS,MAPK3,MAPK3,FOS,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15964692;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
JUN,MAPK3,MAPK3,JUN,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAPK3,MITF,MAPK3,MITF,-,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:18039926;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAPK3,RPS6KA1,MAPK3,RPS6KA1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:19847192;PMID:19847192;NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
MAPK3,TP53,MAPK3,TP53,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:10781582;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ATF2,MAPK8,MAPK8,ATF2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:11348449;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
JUN,MAPK8,MAPK8,JUN,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:14511403;PMID:14511403;NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
GAB1,MET,MET,GAB1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
BCL2,MITF,MITF,BCL2,+,False,False,GRN|OmniPath_validation|Raghunath,3,Raghunath:mechanistic_signed_directed;GRN:regulon_signed_directed_transcriptional;OmniPath_validation:literature_curated_validation,T0_Raghunath,"PMID:12086670;PMID:12086670,16034081,17266927,17384650,18276801,19067971,19192212,1999537,19995375,20862309,22647378,24317198,27185926,28263292,28738256,28976960,33741716,37123908"
EDNRB,MITF,MITF,EDNRB,+,False,False,GRN|OmniPath_validation|Raghunath,3,Raghunath:mechanistic_signed_directed;GRN:regulon_signed_directed_transcriptional;OmniPath_validation:literature_curated_validation,T0_Raghunath,"NetProTM (Molecular Connections curated interaction DB);PMID:18039926,26030901"
MET,MITF,MITF,MET,+,False,False,GRN|OmniPath_validation|Raghunath,3,Raghunath:mechanistic_signed_directed;GRN:regulon_signed_directed_transcriptional;OmniPath_validation:literature_curated_validation,T0_Raghunath,"NetProTM (Molecular Connections curated interaction DB);PMID:16455654,17371876,19067971,1999537,20067553,20068147,24317198,26845432,27220989,32319656"
MITF,OCA2,MITF,OCA2,+,False,False,GRN|OmniPath_validation|Raghunath,3,Raghunath:mechanistic_signed_directed;GRN:regulon_signed_directed_transcriptional;OmniPath_validation:literature_curated_validation,T0_Raghunath,PMID:22234890
MITF,PRKCB,MITF,PRKCB,+,False,False,GRN|OmniPath_validation|Raghunath,3,Raghunath:mechanistic_signed_directed;GRN:regulon_signed_directed_transcriptional;OmniPath_validation:literature_curated_validation,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);PMID:16411896
BCL2,NFKB1,NFKB1,BCL2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CDKN1A,NFKB1,NFKB1,CDKN1A,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:12612054;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CSF2,NFKB1,NFKB1,CSF2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15102074;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CXCL8,NFKB1,NFKB1,CXCL8,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:19726162;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
ICAM1,NFKB1,NFKB1,ICAM1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15654951;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
IL10,NFKB1,NFKB1,IL10,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
IL1A,NFKB1,NFKB1,IL1A,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:10862790;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
IL6,NFKB1,NFKB1,IL6,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:16211268;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
NFKB1,PTGS2,NFKB1,PTGS2,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:14633657;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
NFKB1,TNF,NFKB1,TNF,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:21282043;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
NFKB1,TP53,,,conflict,True,True,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);relayed via alpha_MSH_kerat (backbone-derived; see topology layer);relayed via ACTH_kerat (backbone-derived; see topology layer);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
NGF,NTRK1,NGF,NTRK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
AKT1,PDPK1,PDPK1,AKT1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:19342374;NetProTM (Molecular Connections curated interaction DB);PMID:19342374;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
PIAS3,STAT3,PIAS3,STAT3,-,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB);STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
PDPK1,PIK3CA,PIK3CA,PDPK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:19342374;NetProTM (Molecular Connections curated interaction DB);PMID:19342374;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
PIK3CA,RAC1,PIK3CA,RAC1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:18983538;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
BAK1,PMAIP1,PMAIP1,BAK1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:15901672;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
NFATC1,PPP3CA,PPP3CA,NFATC1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,PMID:18708588;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
CREB1,PRKACA,PRKACA,CREB1,+,False,False,OmniPath_validation|Raghunath|STRING_ours,3,Raghunath:mechanistic_signed_directed;OmniPath_validation:literature_curated_validation;STRING_ours:association_unsigned_undirected,T0_Raghunath,NetProTM (Molecular Connections curated interaction DB); PMID:12950719;NetProTM (Molecular Connections curated interaction DB);PMID:12950719;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00)
